exercise_id,Exercise_Name,Sex,Age,BodyweightKg,eq_clean,level_idx,goal_clean,Base_Lift,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,predicted_weight,target_reps
2661,Standing Shoulder Press (Dumbbell),M,22.5,74.3,Dumbbell,2,Bodybuilding,Best3BenchKg,155.0,135.0,190.0,70.0,10
2022,Rear Delt Cable,M,21.5,72.2,Machine,0,Powerbuilding,Best3BenchKg,132.5,120.0,150.0,27.2,8
735,Decline Cable Fly,M,28.5,74.3,Machine,2,Powerbuilding,Best3BenchKg,207.5,140.0,230.0,31.7,8
194,Backward Sled,M,33.5,75.0,Machine,1,Bodybuilding,Best3DeadliftKg,190.0,165.0,215.0,43.3,10
1419,Lat Biased Row,M,27.5,73.3,Machine,2,Bodybuilding,Best3DeadliftKg,170.0,112.5,207.5,167.0,10
1280,Incline Hammer Curl (Dumbbell),M,29.5,69.1,Dumbbell,0,Powerbuilding,Best3DeadliftKg,152.5,95.0,180.0,26.0,8
1360,Kettlebell Clean & Press,M,15.5,79.5,Dumbbell,2,Fitness,Best3DeadliftKg,97.5,72.5,117.5,42.0,12
1339,Jump Switch Lunge,M,19.5,79.2,Bodyweight,0,Muscle & Sculpting,Cardio_Core,150.0,115.0,190.0,0.0,15
3049,machine preacher curl,M,23.0,76.6,Machine,2,Bodybuilding,Best3DeadliftKg,190.0,130.0,225.0,45.3,10
1273,Incline Dumbell Bench Press,M,21.0,80.4,Barbell,0,Muscle & Sculpting,Best3BenchKg,170.0,130.0,210.0,67.6,15
2993,Wrist Curl (Cable),M,22.0,81.1,Machine,0,Powerbuilding,Best3DeadliftKg,205.0,150.0,237.5,53.8,8
2146,Ring Push Up,M,29.5,81.7,Bodyweight,2,Bodybuilding,Best3BenchKg,200.0,140.0,235.0,-49.8,10
40,(SHOULDERS) Seated Iso Shoulder Press,M,38.0,81.7,Machine,2,Muscle & Sculpting,Best3BenchKg,187.5,135.0,220.0,76.8,15
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),M,30.0,82.3,Machine,1,Bodybuilding,Best3DeadliftKg,170.0,122.5,210.0,42.3,10
206,Band Assisted Pogo Jumps,M,25.5,81.8,Machine,2,Athletics,Cardio_Core,162.5,105.0,180.0,0.0,12
1482,Lateral Shuffles 10 Yards,M,22.0,86.0,Bodyweight,2,Fitness,Best3DeadliftKg,200.0,160.0,220.0,21.1,12
3054,standing overhead press,M,23.5,88.4,Barbell,0,Muscle & Sculpting,Best3BenchKg,135.0,100.0,190.0,42.1,15
2976,Wide Overhand Pulldown,M,20.5,89.4,Machine,0,Powerbuilding,Best3DeadliftKg,142.5,102.5,180.0,40.8,8
2750,T-Bar Row (Chest Supported),M,28.0,87.8,Machine,2,Athletics,Best3DeadliftKg,200.0,150.0,220.0,133.3,12
1170,High Step Up,M,30.0,87.6,Bodyweight,2,Athletics,Best3SquatKg,212.0,130.0,225.0,22.3,12
1476,Lateral Raise Seated,M,30.0,86.7,Dumbbell,0,Powerbuilding,Best3DeadliftKg,187.5,135.0,232.5,34.0,8
1061,Ground Starts 10 Yards,M,30.5,85.9,Bodyweight,2,Fitness,Cardio_Core,180.0,130.0,220.0,0.0,12
2742,Supine Scorpions,M,25.5,86.0,Bodyweight,3,Bodybuilding,Cardio_Core,170.0,120.0,220.0,0.0,10
519,Cable/Machine Fly (12-15),M,27.0,88.7,Machine,2,Fitness,Best3DeadliftKg,155.0,110.0,185.0,25.5,12
1503,Leg Extension Single Leg,M,39.5,89.9,Machine,2,Powerbuilding,Best3SquatKg,185.0,140.0,215.0,41.9,8
1831,Peterson Step Ups,M,46.0,88.8,Bodyweight,0,Athletics,Best3SquatKg,162.5,122.5,197.5,0.0,12
661,Cossack Squats,M,16.5,98.4,Bodyweight,0,Powerlifting,Best3SquatKg,115.0,67.5,150.0,0.0,3
653,Converging Machine Press (Anterior Delt),M,18.0,92.3,Machine,0,Powerlifting,Cardio_Core,200.0,150.0,237.5,5.0,3
2531,Skullcrusher (EZ Bar),M,19.0,96.7,Barbell,2,Muscle & Sculpting,Best3BenchKg,200.0,150.0,235.0,15.8,15
1903,Power Clean,M,22.5,91.6,Barbell,2,Bodybuilding,Best3DeadliftKg,220.0,170.0,280.0,166.6,10
251,Banded Knee Extensions,M,21.0,92.6,Bodyweight,0,Powerlifting,Cardio_Core,155.0,132.5,185.0,0.0,3
1215,Hollow Body Pullups,M,26.5,99.6,Bodyweight,0,Powerbuilding,Best3DeadliftKg,282.5,160.0,292.5,-38.6,8
1871,Plank With Leg Lift,M,36.5,96.0,Bodyweight,2,Powerlifting,Cardio_Core,215.0,145.0,267.5,0.0,3
1168,High Row,M,36.5,98.3,Machine,2,Bodybuilding,Best3DeadliftKg,235.0,157.5,235.0,189.2,10
2263,Seated Calf Raise,M,31.5,97.7,Machine,2,Bodybuilding,Best3SquatKg,180.0,150.0,210.0,36.2,10
266,Barbell Curls,M,27.5,92.4,Barbell,2,Bodybuilding,Best3DeadliftKg,175.0,145.0,205.0,30.5,10
1557,Low-to-High Cable Fly,M,25.0,93.4,Machine,0,Powerbuilding,Best3BenchKg,160.0,125.0,215.0,28.3,8
1665,Medicine Ball Russian Twist,M,29.5,93.8,Bodyweight,0,Athletics,Cardio_Core,170.0,120.0,190.0,0.0,12
1075,Half Kneeling Landmine Press,M,40.0,91.0,Barbell,1,Athletics,Best3BenchKg,145.0,130.0,215.0,58.2,12
2263,Seated Calf Raise,M,44.5,94.8,Machine,2,Bodybuilding,Best3SquatKg,167.5,132.5,190.0,33.0,10
2238,Scap Pull Down,M,46.0,97.3,Machine,0,Muscle & Sculpting,Best3DeadliftKg,165.0,140.0,195.0,26.9,15
482,Cable Overhead Extension,M,18.5,100.4,Machine,0,Powerbuilding,Best3BenchKg,140.0,130.0,220.0,29.4,8
2637,Standing Behind Neck Shoulder Press (Barbell),M,26.0,104.4,Barbell,2,Bodybuilding,Best3BenchKg,210.0,175.0,240.0,104.1,10
1007,Front Squat (Dumbbell),M,27.0,109.0,Dumbbell,2,Bodybuilding,Best3SquatKg,210.0,160.0,250.0,110.0,10
1517,"Legg Press (12,10,8,6,4)",M,50.0,118.3,Machine,2,Fitness,Best3BenchKg,265.0,180.0,282.5,94.4,12
1476,Lateral Raise Seated,M,28.5,112.5,Dumbbell,0,Powerbuilding,Best3DeadliftKg,255.0,160.0,275.0,40.0,8
1592,Lying Leg Raise,M,32.0,116.9,Bodyweight,2,Bodybuilding,Best3BenchKg,235.0,175.0,260.0,24.5,10
1471,Lateral Raise (Machine),M,36.0,118.2,Machine,2,Bodybuilding,Best3DeadliftKg,230.0,165.0,260.0,52.3,10
400,Bodyweight Hip Thrust,M,44.5,116.0,Bodyweight,2,Powerbuilding,Best3SquatKg,215.0,163.0,240.0,132.4,8
2784,Tib Raises,M,50.0,118.3,Bodyweight,0,Powerlifting,Best3BenchKg,267.5,180.0,280.0,0.0,3
2700,Straight Leg Bounds 20 Yards,M,37.5,127.5,Bodyweight,2,Fitness,Cardio_Core,220.0,150.0,245.0,0.0,12
1170,High Step Up,M,29.0,68.6,Bodyweight,2,Athletics,Best3SquatKg,170.0,130.0,200.0,17.9,12
2286,Seated Hamstring Curl,M,20.5,81.9,Machine,2,Bodybuilding,Best3DeadliftKg,150.0,120.0,180.0,36.2,10
2251,Seated Alternating Lateral,M,24.5,80.9,Dumbbell,3,Bodybuilding,Best3DeadliftKg,215.0,157.5,242.5,32.0,10
420,Bottom-ROM Paused Squats (Smith),M,29.5,78.4,Machine,0,Powerbuilding,Best3SquatKg,190.0,115.0,245.0,172.1,8
209,Band Curls,M,37.5,80.3,Bodyweight,3,Athletics,Cardio_Core,185.0,127.5,220.0,0.0,12
2889,Upright Row (Cable),M,24.0,80.8,Machine,2,Bodybuilding,Best3DeadliftKg,140.0,110.0,200.0,161.0,10
369,Bicep Curl Of Choice (Swap This Out For A Listed Exercise),M,17.5,89.4,Dumbbell,1,Bodybuilding,Best3DeadliftKg,165.0,115.0,175.0,22.0,10
1366,Kettlebell Power Row,M,27.0,87.8,Dumbbell,3,Muscle & Sculpting,Best3DeadliftKg,230.0,160.0,260.0,96.0,15
1170,High Step Up,M,34.0,90.0,Bodyweight,2,Athletics,Best3SquatKg,212.5,150.0,252.5,22.4,12
279,Barbell Shoulder Press,M,44.0,88.2,Barbell,2,Powerlifting,Best3BenchKg,202.5,150.0,210.0,116.8,3
1871,Plank With Leg Lift,M,23.5,96.6,Bodyweight,2,Powerlifting,Cardio_Core,250.0,187.5,267.5,0.0,3
2348,Shoulder Halo,M,32.0,94.9,Dumbbell,0,Muscle & Sculpting,Best3BenchKg,230.0,175.0,325.0,16.0,15
1000,Front Raise,M,26.0,99.1,Dumbbell,2,Bodybuilding,Best3BenchKg,250.0,190.0,287.5,24.0,10
696,Curtsy Lunge (Dumbbell),M,26.0,95.9,Dumbbell,2,Bodybuilding,Best3SquatKg,215.0,185.0,260.0,112.0,10
2061,Reverse Abs Crunch (Bodyweight),M,29.0,96.6,Bodyweight,2,Bodybuilding,Cardio_Core,185.0,165.0,265.0,0.0,10
1316,Iso Low Row,M,31.0,98.1,Machine,2,Bodybuilding,Best3DeadliftKg,205.0,155.0,235.0,189.2,10
828,Dumbbell Press Or Weighted Pushups (Swap This Out For Either),M,23.0,108.1,Dumbbell,1,Bodybuilding,Best3BenchKg,260.0,170.0,310.0,90.0,10
801,Drag Curl,M,23.5,107.8,Barbell,2,Bodybuilding,Best3DeadliftKg,185.0,150.0,220.0,32.7,10
1440,Lat Pullover,M,39.0,110.0,Machine,0,Bodybuilding,Best3DeadliftKg,270.0,200.0,290.0,58.4,10
722,Deadlift (Deficit),M,27.5,109.6,Barbell,2,Bodybuilding,Best3DeadliftKg,260.0,150.0,290.0,213.1,10
400,Bodyweight Hip Thrust,M,30.0,109.8,Bodyweight,2,Powerbuilding,Best3SquatKg,185.0,172.5,207.5,116.6,8
2620,Squat Press,M,22.5,111.1,Dumbbell,0,Bodybuilding,Best3SquatKg,300.0,192.5,320.0,158.0,10
1905,Power Shrug,M,23.5,115.5,Barbell,2,Bodybuilding,Best3DeadliftKg,232.5,150.0,250.0,37.2,10
1583,Lying Crucifix Lateral Raise,M,32.5,122.1,Dumbbell,2,Bodyweight Fitness,Best3DeadliftKg,310.0,227.5,340.0,40.0,10
1543,Loop band row,M,28.5,115.3,Bodyweight,2,Muscle & Sculpting,Cardio_Core,265.0,200.0,257.5,0.0,15
200,Bajan Curl,M,35.0,127.2,Machine,2,Bodybuilding,Best3DeadliftKg,250.0,160.0,280.0,56.3,10
661,Cossack Squats,M,36.0,128.2,Bodyweight,0,Powerlifting,Best3SquatKg,225.0,150.0,235.0,0.0,3
3032,Zercher Walks,F,46.0,50.5,Barbell,2,Bodybuilding,Cardio_Core,85.0,55.0,105.0,5.0,12
3017,Yoke Carry,F,35.0,55.5,Barbell,2,Bodybuilding,Best3SquatKg,75.0,47.5,112.5,9.5,12
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),F,36.0,60.0,Machine,1,Bodybuilding,Best3DeadliftKg,100.0,55.0,155.0,26.5,12
265,Barbell American Deadlift,M,16.0,61.3,Barbell,0,Muscle & Sculpting,Best3DeadliftKg,92.5,85.0,150.0,78.0,15
1197,Hip Flexor Raise,M,17.0,74.7,Bodyweight,1,Athletics,Best3SquatKg,170.0,120.0,202.5,0.0,12
1490,Leaning In Lateral Raise,M,16.0,73.8,Dumbbell,0,Powerbuilding,Best3DeadliftKg,110.0,72.5,140.0,20.0,8
768,Deficit Reverse Lunge,M,25.0,74.6,Bodyweight,0,Athletics,Best3SquatKg,200.0,135.0,230.0,0.0,12
251,Banded Knee Extensions,M,23.0,80.6,Bodyweight,0,Powerlifting,Cardio_Core,170.0,125.0,220.0,0.0,3
2637,Standing Behind Neck Shoulder Press (Barbell),M,27.0,79.5,Barbell,2,Bodybuilding,Best3BenchKg,180.0,145.0,220.0,86.3,10
1075,Half Kneeling Landmine Press,M,39.0,88.3,Barbell,1,Athletics,Best3BenchKg,160.0,110.0,210.0,49.3,12
2742,Supine Scorpions,M,27.0,108.4,Bodyweight,3,Bodybuilding,Cardio_Core,230.0,170.0,300.0,0.0,10
41,(SHOULDERS) Seated Smith Machine Shoulder Press,M,35.0,122.5,Machine,2,Muscle & Sculpting,Best3DeadliftKg,210.0,157.5,232.5,132.4,15
523,Calf Press (Leg Press Machine),M,48.0,114.4,Machine,2,Powerlifting,Best3SquatKg,200.0,142.5,230.0,206.4,3
2251,Seated Alternating Lateral,M,31.0,82.3,Dumbbell,3,Bodybuilding,Best3DeadliftKg,170.0,145.0,180.0,24.0,10
2373,Side Crunch,M,32.0,82.0,Bodyweight,0,Bodybuilding,Cardio_Core,190.0,122.5,210.0,0.0,10
2140,Ring Lat Pull,M,32.0,99.9,Bodyweight,0,Powerbuilding,Best3DeadliftKg,260.0,165.0,282.5,-40.4,8
2811,Trap Bar Shrug,F,46.5,59.8,Barbell,0,Powerlifting,Best3DeadliftKg,90.0,60.0,122.5,20.0,5
2635,Stairs,F,38.5,73.8,Bodyweight,0,Muscle & Sculpting,Cardio_Core,95.0,52.5,120.0,0.0,17
255,Banded Shoulder Dislocates,M,40.5,74.5,Bodyweight,0,Powerlifting,Cardio_Core,165.0,125.0,215.0,0.0,3
2251,Seated Alternating Lateral,M,24.0,85.7,Dumbbell,3,Bodybuilding,Best3DeadliftKg,170.0,155.0,190.0,24.0,10
240,Banded Deadbug,M,29.0,88.9,Bodyweight,1,Muscle & Sculpting,Cardio_Core,170.0,135.0,190.0,0.0,15
525,Calf Raise,M,29.5,98.5,Bodyweight,0,Powerlifting,Best3SquatKg,220.0,162.5,270.0,0.0,3
568,Chest Press (dumbbell),M,32.5,96.6,Dumbbell,0,Powerbuilding,Best3BenchKg,150.0,100.0,180.0,60.0,8
2027,Rear Delt Fly (Dumbbell),M,40.0,96.1,Dumbbell,2,Bodybuilding,Best3BenchKg,170.0,125.0,200.0,16.0,10
2001,RP Hammer Strength Lateral Raise - Single Arm,M,35.0,122.5,Dumbbell,2,Bodybuilding,Best3DeadliftKg,225.0,210.0,270.0,36.0,10
481,Cable Overhead Curl,F,16.5,55.4,Machine,2,Powerbuilding,Best3DeadliftKg,65.0,35.0,80.0,15.4,10
884,Elevated Heel Squat Holds,M,32.5,81.4,Bodyweight,0,Powerlifting,Best3SquatKg,190.0,125.0,245.0,0.0,3
1127,Hanging Toes To Bar,M,30.5,97.9,Bodyweight,2,Bodybuilding,Cardio_Core,220.0,165.0,297.5,0.0,10
1280,Incline Hammer Curl (Dumbbell),M,22.0,84.2,Dumbbell,0,Powerbuilding,Best3DeadliftKg,170.0,130.0,230.0,34.0,8
2346,Shoulder Complex (Dumbbell),M,44.0,129.5,Dumbbell,0,Bodybuilding,Best3BenchKg,207.5,182.5,237.5,24.0,10
2479,Single Leg Seated Hamstring Curl,M,44.0,129.5,Machine,0,Bodybuilding,Best3DeadliftKg,207.5,182.5,237.5,46.8,10
2619,Squat Pin Presses,M,22.0,80.2,Barbell,0,Powerbuilding,Best3SquatKg,140.0,110.0,217.5,115.8,8
563,Chest Press (Convergent),M,34.0,108.0,Machine,2,Powerbuilding,Cardio_Core,325.0,210.0,320.0,5.0,8
40,(SHOULDERS) Seated Iso Shoulder Press,M,27.0,67.5,Machine,2,Muscle & Sculpting,Best3BenchKg,150.0,100.0,180.0,56.9,15
70,3 Count Pause Bench,M,28.0,81.8,Barbell,2,Fitness,Best3BenchKg,190.0,140.0,220.0,20.0,12
1592,Lying Leg Raise,M,32.0,112.8,Bodyweight,2,Bodybuilding,Best3BenchKg,210.0,170.0,230.0,23.8,10
2034,Rear Delt Skier,F,17.0,47.1,Barbell,1,Muscle & Sculpting,Best3BenchKg,70.0,42.5,87.5,5.0,17
2637,Standing Behind Neck Shoulder Press (Barbell),F,24.0,47.8,Barbell,2,Bodybuilding,Best3BenchKg,65.0,45.0,70.0,14.7,12
265,Barbell American Deadlift,F,17.0,50.2,Barbell,0,Muscle & Sculpting,Best3DeadliftKg,80.0,45.0,107.5,47.5,17
2099,Reverse Hack Squat,F,24.0,54.6,Machine,0,Athletics,Best3SquatKg,90.0,47.5,110.0,46.4,14
3054,standing overhead press,F,31.0,57.6,Barbell,0,Muscle & Sculpting,Best3BenchKg,80.0,45.0,105.0,10.4,17
2299,Seated Military Press (Barbell),F,31.0,57.9,Barbell,2,Bodybuilding,Best3BenchKg,60.0,40.0,105.0,13.1,12
1471,Lateral Raise (Machine),F,26.0,66.6,Machine,2,Bodybuilding,Best3DeadliftKg,110.0,65.0,130.0,22.2,12
481,Cable Overhead Curl,F,15.0,70.6,Machine,2,Powerbuilding,Best3DeadliftKg,80.0,47.5,95.0,18.3,10
696,Curtsy Lunge (Dumbbell),F,30.0,84.5,Dumbbell,2,Bodybuilding,Best3SquatKg,77.5,45.0,95.0,34.0,12
2741,Supinated Grip Chin-ups,M,15.0,50.6,Bodyweight,0,Athletics,Best3DeadliftKg,110.0,82.5,150.0,-27.2,12
1083,Hammer Curl (Cable),M,33.0,65.6,Machine,2,Bodybuilding,Best3DeadliftKg,150.0,115.0,185.0,37.2,10
1936,Pronated Finger Curls,M,20.0,73.8,Barbell,1,Athletics,Best3DeadliftKg,160.0,125.0,195.0,21.8,12
2811,Trap Bar Shrug,M,22.5,72.8,Barbell,0,Powerlifting,Best3DeadliftKg,165.0,107.5,185.0,36.8,3
232,Banded Back Squat [X|5|X],M,15.0,80.0,Barbell,2,Fitness,Cardio_Core,160.0,115.0,185.0,5.0,12
771,Deficit Romanian Deadlift (Barbell),M,21.0,82.5,Barbell,0,Muscle & Sculpting,Best3DeadliftKg,190.0,130.0,235.0,122.1,15
1263,Incline Curl (Dumbbell),M,24.0,88.6,Dumbbell,2,Bodybuilding,Best3DeadliftKg,200.0,152.5,217.5,28.0,10
2140,Ring Lat Pull,M,32.0,100.0,Bodyweight,0,Powerbuilding,Best3DeadliftKg,235.0,145.0,240.0,-47.2,8
2191,Rotator Cuff Pull Overs,M,36.5,99.9,Machine,0,Powerlifting,Best3DeadliftKg,215.0,145.0,230.0,61.8,3
2508,Sit Ups (Weighted),M,32.0,108.4,Bodyweight,2,Powerlifting,Cardio_Core,240.0,172.5,280.0,0.0,3
936,"Flat Dumbbell Press (12,10,8,6,4)",M,30.0,109.0,Dumbbell,2,Fitness,Best3DeadliftKg,240.0,150.0,282.5,102.0,12
104,AB Rollout,M,40.0,109.4,Bodyweight,0,Bodybuilding,Cardio_Core,150.0,190.0,190.0,0.0,10
2022,Rear Delt Cable,M,30.0,123.5,Machine,0,Powerbuilding,Best3BenchKg,290.0,205.0,300.0,46.4,8
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),M,18.5,72.5,Machine,1,Bodybuilding,Best3DeadliftKg,195.0,105.0,187.5,37.7,10
481,Cable Overhead Curl,M,32.0,108.4,Machine,2,Powerbuilding,Best3DeadliftKg,320.0,220.0,300.0,67.9,8
496,Cable Shrugs,M,22.0,77.6,Machine,2,Bodybuilding,Best3DeadliftKg,120.0,100.0,140.0,28.2,10
25,(GLUTES) Barbell Hip Thrust,M,27.0,79.5,Barbell,2,Muscle & Sculpting,Best3SquatKg,170.0,120.0,180.0,71.5,15
1388,Kneeling Landmine Pushes,M,29.0,96.0,Barbell,3,Powerlifting,Best3BenchKg,230.0,180.0,260.0,35.8,3
318,Behind-the-Neck Overhead Press,M,42.0,138.1,Barbell,2,Athletics,Best3BenchKg,200.0,110.0,260.0,48.8,12
2446,Single Leg Broad To 90,M,42.0,100.0,Bodyweight,2,Fitness,Cardio_Core,320.0,217.5,300.0,0.0,12
717,Deadlift,F,43.5,69.3,Barbell,3,Bodybuilding,Best3DeadliftKg,95.0,67.5,120.0,73.7,12
1311,Inverted Row,M,17.5,66.7,Bodyweight,2,Bodybuilding,Best3DeadliftKg,90.0,75.0,110.0,61.6,10
2944,Weighted Hanging Oblique Knee Raise,M,17.0,73.3,Bodyweight,2,Muscle & Sculpting,Best3BenchKg,152.5,112.5,160.0,11.1,15
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),M,18.5,72.7,Machine,1,Bodybuilding,Best3DeadliftKg,140.0,137.5,172.5,34.7,10
1143,Heel Walks 20 Yards,M,19.0,79.8,Bodyweight,2,Fitness,Cardio_Core,150.0,120.0,180.0,0.0,12
1166,High Pull,M,31.0,81.7,Barbell,2,Muscle & Sculpting,Best3DeadliftKg,160.0,130.0,170.0,17.9,15
2883,Upper Back Rows,M,44.5,94.8,Machine,0,Bodybuilding,Best3DeadliftKg,230.0,142.5,227.5,179.0,10
240,Banded Deadbug,F,17.0,49.1,Bodyweight,1,Muscle & Sculpting,Cardio_Core,80.0,50.0,112.5,0.0,17
2088,Reverse Grip Curl (Cable),F,21.0,55.5,Machine,0,Powerbuilding,Best3DeadliftKg,65.0,40.0,75.0,14.4,10
1335,Jog,F,18.0,58.2,Bodyweight,2,Bodyweight Fitness,Cardio_Core,90.0,52.5,110.0,0.0,12
1018,GHD Sit Up (Weighted),F,38.0,64.0,Bodyweight,0,Athletics,Cardio_Core,110.0,57.5,130.0,0.0,14
594,Chest Supported Row (Swiss Bar),M,28.0,73.9,Barbell,0,Powerlifting,Best3DeadliftKg,135.0,75.0,140.0,111.3,3
1280,Incline Hammer Curl (Dumbbell),M,23.0,77.2,Dumbbell,0,Powerbuilding,Best3DeadliftKg,150.0,92.5,160.0,24.0,8
1002,Front Raise (Cable),M,23.0,77.2,Machine,0,Bodybuilding,Best3BenchKg,150.0,92.5,160.0,18.6,10
320,Belt Squat,M,17.0,87.4,Machine,2,Bodybuilding,Best3SquatKg,120.0,70.0,132.5,96.6,10
1127,Hanging Toes To Bar,M,26.0,87.8,Bodyweight,2,Bodybuilding,Cardio_Core,210.0,145.0,205.0,0.0,10
2140,Ring Lat Pull,M,30.0,88.0,Bodyweight,0,Powerbuilding,Best3DeadliftKg,140.0,110.0,182.5,-46.1,8
1738,One Arm Bent Over Row,M,30.0,136.4,Dumbbell,2,Bodybuilding,Best3DeadliftKg,180.0,110.0,222.5,116.0,10
2875,Unilateral Preacher Curl Machine,M,40.0,73.1,Machine,0,Athletics,Best3DeadliftKg,142.5,107.5,152.5,23.1,12
2310,Seated Rhino Row,M,45.0,86.0,Machine,2,Powerbuilding,Best3DeadliftKg,175.0,140.0,215.0,189.8,8
2434,Single Arm Snatch,M,30.0,96.7,Barbell,0,Powerbuilding,Best3DeadliftKg,150.0,90.0,160.0,107.1,8
2567,Smith Machine Shrugs,M,30.0,95.7,Machine,2,Powerbuilding,Best3DeadliftKg,120.0,90.0,145.0,32.8,8
1476,Lateral Raise Seated,M,34.0,107.1,Dumbbell,0,Powerbuilding,Best3DeadliftKg,285.0,175.0,240.0,36.0,8
2362,Shrug (Dumbbell),M,42.0,109.9,Dumbbell,2,Bodybuilding,Best3DeadliftKg,250.0,170.0,270.0,36.0,10
2251,Seated Alternating Lateral,F,36.0,51.7,Dumbbell,3,Bodybuilding,Best3DeadliftKg,100.0,63.0,145.5,16.0,12
2140,Ring Lat Pull,F,28.0,52.0,Bodyweight,0,Powerbuilding,Best3DeadliftKg,65.0,35.0,85.0,-32.8,10
2097,Reverse Grip Tricep Extension,F,48.0,50.4,Machine,0,Powerlifting,Best3BenchKg,65.0,42.5,105.0,6.0,5
1277,Incline Fly Press (Dumbbell),F,40.0,57.3,Dumbbell,2,Bodybuilding,Best3BenchKg,90.0,57.5,105.0,16.0,12
2944,Weighted Hanging Oblique Knee Raise,F,35.0,57.4,Bodyweight,2,Muscle & Sculpting,Best3BenchKg,87.5,60.0,105.0,3.3,17
2804,Trap Bar Deadlift,F,24.0,57.8,Barbell,2,Bodybuilding,Best3DeadliftKg,80.0,40.0,100.0,62.5,12
2546,Sled Row,F,44.0,58.6,Machine,3,Athletics,Best3DeadliftKg,75.0,60.0,90.0,45.4,14
2784,Tib Raises,F,21.0,60.8,Bodyweight,0,Powerlifting,Best3BenchKg,80.0,45.0,100.0,0.0,5
1536,Long Pause Bench Press,F,28.0,65.1,Barbell,2,Athletics,Best3BenchKg,97.5,60.0,120.0,20.0,14
2758,TRX High Row,F,27.0,64.9,Machine,2,Athletics,Best3DeadliftKg,85.0,45.0,100.0,51.5,14
35,(LEGS) Sled Push,F,33.0,70.2,Machine,2,Muscle & Sculpting,Best3BenchKg,95.0,60.0,120.0,5.0,17
2010,RP Overhead Triceps Extension,F,19.0,78.9,Dumbbell,2,Bodybuilding,Best3BenchKg,80.0,60.0,120.0,4.0,12
1537,Long Rope Tricep Extension,M,53.0,59.9,Machine,0,Athletics,Best3BenchKg,130.0,100.0,180.0,14.2,12
255,Banded Shoulder Dislocates,M,29.0,73.5,Bodyweight,0,Powerlifting,Cardio_Core,185.0,125.0,200.0,0.0,3
1020,Garhammer Raise,M,19.0,78.5,Bodyweight,0,Bodybuilding,Best3BenchKg,180.0,122.5,215.0,0.0,10
1418,Larsen Press (Barbell),M,20.0,78.7,Barbell,2,Bodybuilding,Best3BenchKg,180.0,122.5,207.5,72.9,10
481,Cable Overhead Curl,M,22.0,79.7,Machine,2,Powerbuilding,Best3DeadliftKg,160.0,117.5,200.0,45.3,8
1220,Hyperextension,M,16.0,86.7,Bodyweight,2,Bodybuilding,Best3DeadliftKg,180.0,105.0,205.0,28.7,10
2153,Ring Sissy Squat,M,33.0,88.3,Bodyweight,2,Muscle & Sculpting,Best3SquatKg,210.0,150.0,250.0,83.2,15
2637,Standing Behind Neck Shoulder Press (Barbell),M,31.0,88.4,Barbell,2,Bodybuilding,Best3BenchKg,180.0,140.0,200.0,83.3,10
505,Cable Twists,M,25.0,86.5,Machine,2,Bodybuilding,Best3DeadliftKg,157.5,120.0,207.5,41.8,10
2811,Trap Bar Shrug,M,27.0,99.7,Barbell,0,Powerlifting,Best3DeadliftKg,260.0,165.0,270.0,53.6,3
465,Cable Cross Tricep Pushdown,M,30.0,97.0,Machine,0,Muscle & Sculpting,Best3BenchKg,205.0,155.0,240.0,22.1,15
2070,Reverse Cambered Bar Bench Press,M,24.0,95.6,Barbell,2,Bodybuilding,Best3BenchKg,212.5,145.0,240.0,106.6,10
20,(CHEST) Decline Barbell Bench Press,M,34.0,96.9,Barbell,2,Muscle & Sculpting,Best3BenchKg,200.0,150.0,245.0,78.0,15
492,Cable Romanian Deadlift,M,41.0,109.1,Machine,2,Powerlifting,Best3DeadliftKg,232.5,162.5,240.0,256.8,3
206,Band Assisted Pogo Jumps,M,39.0,101.7,Machine,2,Athletics,Cardio_Core,220.0,170.0,220.0,0.0,12
488,Cable Rear Delt Fly,M,29.0,104.9,Machine,3,Muscle & Sculpting,Best3BenchKg,200.0,157.5,210.0,22.4,15
2691,Straight Arm Pull Down,M,41.0,109.1,Machine,2,Muscle & Sculpting,Best3DeadliftKg,232.5,162.5,240.0,34.0,15
2763,Tate Press,M,25.0,74.5,Dumbbell,0,Athletics,Best3BenchKg,210.0,165.0,235.0,66.0,12
1302,Incline Y Lateral Raise,M,41.0,68.7,Dumbbell,2,Muscle & Sculpting,Best3DeadliftKg,95.0,82.5,125.0,12.0,15
1764,Overhead Cable Rope Extention,M,21.0,84.8,Machine,2,Bodybuilding,Best3BenchKg,195.0,147.5,220.0,29.7,10
617,Clean (Barbell),M,26.0,89.9,Barbell,3,Powerlifting,Best3DeadliftKg,245.0,177.5,300.0,238.4,3
1061,Ground Starts 10 Yards,M,26.0,88.0,Bodyweight,2,Fitness,Cardio_Core,217.5,157.5,272.5,0.0,12
1592,Lying Leg Raise,M,37.0,84.0,Bodyweight,2,Bodybuilding,Best3BenchKg,205.0,172.5,255.0,24.1,10
368,Bicep Curl Incline (Dumbell),M,48.0,87.9,Dumbbell,0,Muscle & Sculpting,Best3DeadliftKg,220.0,180.0,240.0,22.0,15
